id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,house_area_rating
9212900260,20140527T000000,468000.0,2.0,1.0,1160.0,6000,1.0,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330.0,6000.0,243268.14027024357
6054650070,20141007T000000,400000.0,3.0,1.75,1370.0,9680,1.0,0,0,4,7,1370,0,1977,0,98074,47.6127,-122.045,1370.0,10208.0,-20855.034232833772
1175000570,20150312T000000,530000.0,5.0,2.0,1810.0,4850,1.5,0,0,3,7,1810,0,1900,0,98107,47.67,-122.39399999999999,1360.0,4850.0,243268.14027024357
1875500060,20140731T000000,395000.0,3.0,2.0,1890.0,14040,2.0,0,0,3,7,1890,0,1994,0,98019,47.7277,-121.962,1890.0,14018.0,-20855.034232833772
6865200140,20140529T000000,485000.0,4.0,1.0,1600.0,4300,1.5,0,0,4,7,1600,0,1916,0,98103,47.6648,-122.34299999999999,1610.0,4300.0,243268.14027024357
0016000397,20141205T000000,189000.0,2.0,1.0,1200.0,9850,1.0,0,0,4,7,1200,0,1921,0,98002,47.3089,-122.21,1060.0,5095.0,-189093.04641081695
7983200060,20150424T000000,230000.0,3.0,1.0,1250.0,9774,1.0,0,0,4,7,1250,0,1969,0,98003,47.3343,-122.306,1280.0,8850.0,-189093.04641081695
6300500875,20140514T000000,385000.0,4.0,1.75,1620.0,4980,1.0,0,0,4,7,860,760,1947,0,98133,47.7025,-122.34100000000001,1400.0,4980.0,-20855.034232833772
2524049179,20140826T000000,2000000.0,3.0,2.75,3050.0,44867,1.0,0,4,3,9,2330,720,1968,0,98040,47.5316,-122.23299999999999,4110.0,20336.0,243268.14027024357
7137970340,20140703T000000,285000.0,5.0,2.5,2270.0,6300,2.0,0,0,3,8,2270,0,1995,0,98092,47.3266,-122.169,2240.0,7005.0,-189093.04641081695
8091400200,20140516T000000,252700.0,2.0,1.5,1070.0,9643,1.0,0,0,3,7,1070,0,1985,0,98030,47.3533,-122.166,1220.0,8386.0,-189093.04641081695
3814700200,20141120T000000,329000.0,3.0,2.25,2450.0,6500,2.0,0,0,4,8,2450,0,1985,0,98030,47.3739,-122.17200000000001,2200.0,6865.0,-189093.04641081695
1794500383,20140626T000000,937000.0,3.0,1.75,2450.0,2691,2.0,0,0,3,8,1750,700,1915,0,98119,47.6386,-122.36,1760.0,3573.0,243268.14027024357
3303700376,20141201T000000,667000.0,3.0,1.0,1400.0,1581,1.5,0,0,5,8,1400,0,1909,0,98112,47.6221,-122.314,1860.0,3861.0,243268.14027024357
5101402488,20140624T000000,438000.0,3.0,1.75,1520.0,6380,1.0,0,0,3,7,790,730,1948,0,98115,47.695,-122.304,1520.0,6235.0,243268.14027024357
1873100390,20150302T000000,719000.0,4.0,2.5,2570.0,7173,2.0,0,0,3,8,2570,0,2005,0,98052,47.7073,-122.11,2630.0,6026.0,-20855.034232833772
2426039314,20141201T000000,280000.0,2.0,1.5,1190.0,1265,3.0,0,0,3,7,1190,0,2005,0,98133,47.7274,-122.35700000000001,1390.0,1756.0,-20855.034232833772
0461000390,20140624T000000,687500.0,4.0,1.75,2330.0,5000,1.5,0,0,4,7,1510,820,1929,0,98117,47.6823,-122.368,1460.0,5000.0,243268.14027024357
7955080270,20141203T000000,322500.0,4.0,2.75,2060.0,6659,1.0,0,0,3,7,1280,780,1981,0,98058,47.4276,-122.15700000000001,2020.0,8720.0,-189093.04641081695
9547205180,20140613T000000,696000.0,3.0,2.5,2300.0,3060,1.5,0,0,3,8,1510,790,1930,2002,98115,47.6827,-122.31,1590.0,3264.0,243268.14027024357
9435300030,20140528T000000,550000.0,4.0,1.0,1660.0,34848,1.0,0,0,1,5,930,730,1933,0,98052,47.6621,-122.132,2160.0,11467.0,-20855.034232833772
2768000400,20141230T000000,640000.0,4.0,2.0,2360.0,6000,2.0,0,0,4,8,2360,0,1904,0,98107,47.6702,-122.36200000000001,1730.0,4700.0,243268.14027024357
7895500070,20150213T000000,240000.0,4.0,1.0,1220.0,8075,1.0,0,0,2,7,890,330,1969,0,98001,47.3341,-122.28200000000001,1290.0,7800.0,-189093.04641081695
5547700270,20140715T000000,625000.0,4.0,2.5,2570.0,5520,2.0,0,0,3,9,2570,0,2000,0,98074,47.6145,-122.027,2470.0,5669.0,-20855.034232833772
7203220400,20140707T000000,861990.0,5.0,2.75,3595.0,5639,2.0,0,0,3,9,3595,0,2014,0,98053,47.6848,-122.016,3625.0,5639.0,-20855.034232833772
9270200160,20141028T000000,685000.0,3.0,1.0,1570.0,2280,2.0,0,0,3,7,1570,0,1922,0,98119,47.6413,-122.36399999999999,1580.0,2640.0,243268.14027024357
1432701230,20140729T000000,309000.0,3.0,1.0,1280.0,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340.0,8808.0,-189093.04641081695
8035350320,20140718T000000,488000.0,3.0,2.5,3160.0,13603,2.0,0,0,3,8,3160,0,2003,0,98019,47.7443,-121.977,3050.0,9232.0,-20855.034232833772
8945200830,20150325T000000,210490.0,3.0,1.0,990.0,8528,1.0,0,0,3,6,990,0,1966,0,98023,47.3066,-122.37100000000001,1228.0,8840.0,-189093.04641081695
4178300310,20140716T000000,785000.0,4.0,2.5,2290.0,13416,2.0,0,0,4,9,2290,0,1981,0,98007,47.6194,-122.15100000000001,2680.0,13685.0,-20855.034232833772
9215400105,20150428T000000,450000.0,3.0,1.75,1250.0,5963,1.0,0,0,4,7,1250,0,1953,0,98115,47.6796,-122.301,970.0,5100.0,243268.14027024357
0822039084,20150311T000000,1350000.0,3.0,2.5,2753.0,65005,1.0,1,2,5,9,2165,588,1953,0,98070,47.4041,-122.45100000000001,2680.0,72513.0,-20855.034232833772
5245600105,20140916T000000,228000.0,3.0,1.0,1190.0,9199,1.0,0,0,3,7,1190,0,1955,0,98148,47.4258,-122.322,1190.0,9364.0,-20855.034232833772
7231300125,20150217T000000,345000.0,5.0,2.5,3150.0,9134,1.0,0,0,4,8,1640,1510,1966,0,98056,47.4934,-122.189,1990.0,9133.0,-189093.04641081695
7518505990,20141231T000000,600000.0,3.0,1.75,1410.0,4080,1.0,0,0,4,7,1000,410,1950,0,98117,47.6808,-122.384,1410.0,4080.0,243268.14027024357
3626039271,20150205T000000,585000.0,2.0,1.75,1980.0,8550,1.0,0,0,3,7,990,990,1981,0,98117,47.6989,-122.369,1480.0,6738.0,243268.14027024357
4217401195,20150303T000000,920000.0,5.0,2.25,2730.0,6000,1.5,0,0,3,8,2130,600,1927,0,98105,47.6571,-122.281,2730.0,6000.0,243268.14027024357
9822700295,20140512T000000,885000.0,4.0,2.5,2830.0,5000,2.0,0,0,3,9,2830,0,1995,0,98105,47.6597,-122.29,1950.0,5000.0,243268.14027024357
2799800710,20150407T000000,301000.0,3.0,2.5,2420.0,4750,2.0,0,0,3,8,2420,0,2003,0,98042,47.3663,-122.12200000000001,2690.0,4750.0,-189093.04641081695
7922800400,20140827T000000,951000.0,5.0,3.25,3250.0,14342,2.0,0,4,4,8,3250,0,1968,0,98008,47.588,-122.116,2960.0,11044.0,-20855.034232833772
8079040320,20150223T000000,430000.0,4.0,3.0,1850.0,9976,2.0,0,0,3,8,1850,0,1991,0,98059,47.5059,-122.149,2270.0,8542.0,-189093.04641081695
1516000055,20141210T000000,650000.0,3.0,2.25,2150.0,21235,1.0,0,3,4,8,1590,560,1959,0,98166,47.4336,-122.339,2570.0,18900.0,-20855.034232833772
5072410070,20141021T000000,505000.0,3.0,1.75,2519.0,8690,2.0,0,0,5,8,2519,0,1973,0,98166,47.4428,-122.344,2500.0,9500.0,-20855.034232833772
9528102996,20141207T000000,549000.0,3.0,1.75,1540.0,1044,3.0,0,0,3,8,1540,0,2014,0,98115,47.6765,-122.32,1580.0,3090.0,243268.14027024357
1189001180,20140603T000000,425000.0,3.0,2.25,1660.0,6000,1.0,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.29700000000001,1440.0,4080.0,243268.14027024357
3253500160,20141120T000000,317625.0,3.0,2.75,2770.0,3809,1.5,0,0,5,7,1770,1000,1925,0,98144,47.5747,-122.304,1440.0,4000.0,-20855.034232833772
3394100030,20140909T000000,975000.0,4.0,2.5,2720.0,11049,2.0,0,0,3,10,2720,0,1989,0,98004,47.5815,-122.19200000000001,2750.0,11049.0,243268.14027024357
3717000160,20141009T000000,287000.0,4.0,2.5,2240.0,4648,2.0,0,0,3,7,2240,0,2005,0,98001,47.3378,-122.257,2221.0,4557.0,-189093.04641081695
1274500060,20140825T000000,204000.0,3.0,1.0,1000.0,12070,1.0,0,0,4,7,1000,0,1968,0,98042,47.3621,-122.11,1010.0,12635.0,-189093.04641081695
1802000060,20140612T000000,1325000.0,5.0,2.25,3200.0,20158,1.0,0,0,3,8,1600,1600,1965,0,98004,47.6303,-122.215,3390.0,20158.0,243268.14027024357
1525059190,20140912T000000,1040000.0,5.0,3.25,4770.0,50094,1.0,0,0,4,11,3070,1700,1973,0,98005,47.6525,-122.16,3530.0,38917.0,-20855.034232833772
1049000060,20150105T000000,325000.0,3.0,2.0,1260.0,5612,1.0,0,0,4,7,1260,0,1972,0,98034,47.7362,-122.179,1640.0,4745.0,-20855.034232833772
5416510140,20140710T000000,360000.0,4.0,2.5,2380.0,5000,2.0,0,0,3,8,2380,0,2005,0,98038,47.3608,-122.036,2420.0,5000.0,-189093.04641081695
3276920270,20141105T000000,832500.0,4.0,4.0,3430.0,35102,2.0,0,0,4,10,2390,1040,1986,0,98075,47.5822,-121.98700000000001,3240.0,35020.0,-20855.034232833772
4036801170,20141013T000000,380000.0,4.0,1.75,1760.0,7300,1.0,0,0,3,7,880,880,1956,0,98008,47.6034,-122.125,1680.0,7500.0,-20855.034232833772
2391600320,20150420T000000,480000.0,3.0,1.0,1040.0,5060,1.0,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.39399999999999,890.0,5060.0,243268.14027024357
6300000287,20140609T000000,410000.0,3.0,1.0,1410.0,5060,1.0,0,0,4,7,910,500,1956,0,98133,47.7073,-122.34,1130.0,5693.0,-20855.034232833772
1531000030,20150323T000000,720000.0,4.0,2.5,3450.0,39683,2.0,0,0,3,10,3450,0,2002,0,98010,47.342,-122.025,3350.0,39750.0,-189093.04641081695
5104520400,20141202T000000,390000.0,3.0,2.5,2350.0,5100,2.0,0,0,3,8,2350,0,2003,0,98038,47.3512,-122.008,2350.0,5363.0,-189093.04641081695
9418400240,20141028T000000,355000.0,2.0,1.0,2020.0,6720,1.0,0,0,3,7,1010,1010,1948,0,98118,47.5474,-122.291,1720.0,6720.0,-20855.034232833772
1523059105,20150128T000000,356000.0,3.0,1.5,1680.0,8712,1.0,0,0,3,8,1680,0,1964,0,98059,47.4811,-122.149,1850.0,8797.0,-189093.04641081695
1133000671,20140602T000000,315000.0,3.0,1.0,960.0,6634,1.0,0,0,3,6,960,0,1952,0,98125,47.7264,-122.31,1570.0,7203.0,-20855.034232833772
4232902595,20141114T000000,940000.0,3.0,1.5,2140.0,3600,2.0,0,0,3,9,1900,240,1925,0,98119,47.6337,-122.365,2020.0,4800.0,243268.14027024357
2599001200,20141103T000000,305000.0,5.0,2.25,2660.0,8400,1.5,0,0,5,7,2660,0,1961,0,98092,47.2909,-122.189,1590.0,8165.0,-189093.04641081695
3342103156,20140618T000000,461000.0,3.0,3.25,2770.0,6278,2.0,0,0,3,9,1980,790,2006,0,98056,47.5228,-122.199,1900.0,7349.0,-20855.034232833772
1332700270,20140519T000000,215000.0,2.0,2.25,1610.0,2040,2.0,0,0,4,7,1610,0,1979,0,98056,47.518,-122.194,1950.0,2025.0,-189093.04641081695
3869900162,20140904T000000,335000.0,2.0,1.75,1030.0,1066,2.0,0,0,3,7,765,265,2006,0,98136,47.5394,-122.387,1030.0,1106.0,243268.14027024357
5036300431,20150311T000000,1099880.0,5.0,2.75,3520.0,6353,2.0,0,0,4,10,3520,0,2001,0,98199,47.6506,-122.391,2520.0,6250.0,243268.14027024357
4168000060,20150226T000000,153000.0,3.0,1.0,1200.0,10500,1.0,0,0,3,7,1200,0,1962,0,98023,47.321999999999996,-122.351,1350.0,10500.0,-189093.04641081695
6021501535,20140725T000000,430000.0,3.0,1.5,1580.0,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570.0,4500.0,243268.14027024357
6021501535,20141223T000000,700000.0,3.0,1.5,1580.0,5000,1.0,0,0,3,8,1290,290,1939,0,98117,47.687,-122.38600000000001,1570.0,4500.0,243268.14027024357
1483300570,20140908T000000,905000.0,4.0,2.5,3300.0,10250,1.0,0,0,3,7,2390,910,1946,1991,98040,47.5873,-122.249,1950.0,6045.0,243268.14027024357
1099611230,20140912T000000,199000.0,4.0,1.5,1160.0,6400,1.0,0,0,4,7,1160,0,1975,0,98023,47.3036,-122.37799999999999,1160.0,6400.0,-189093.04641081695
0722079104,20140711T000000,314000.0,3.0,1.75,1810.0,41800,1.0,0,0,5,7,1210,600,1980,0,98038,47.4109,-121.958,1650.0,135036.0,-20855.034232833772
7338200240,20140516T000000,437500.0,3.0,2.5,2320.0,36847,2.0,0,2,3,9,2320,0,1992,0,98045,47.4838,-121.714,2550.0,35065.0,-20855.034232833772
1952200240,20140611T000000,850830.0,3.0,2.5,2070.0,13241,1.5,0,0,5,9,1270,800,1910,0,98102,47.6415,-122.315,2200.0,4500.0,243268.14027024357
5200100125,20141027T000000,555000.0,3.0,2.0,1980.0,3478,1.5,0,0,4,7,1440,540,1929,0,98117,47.6775,-122.37200000000001,1610.0,3478.0,243268.14027024357
7214720075,20141212T000000,699950.0,3.0,2.25,2190.0,107593,2.0,0,0,4,8,2190,0,1983,0,98077,47.7731,-122.08,2570.0,47777.0,-20855.034232833772
2450000295,20141007T000000,1088000.0,3.0,2.5,2920.0,8113,2.0,0,0,3,8,2920,0,1950,2010,98004,47.5814,-122.196,2370.0,8113.0,243268.14027024357
6197800045,20140924T000000,290000.0,3.0,1.0,1210.0,33919,1.0,0,0,3,7,1210,0,1954,0,98058,47.4375,-122.184,1640.0,14910.0,-189093.04641081695
1328310370,20150402T000000,375000.0,3.0,2.5,2340.0,10005,1.0,0,0,4,8,1460,880,1978,0,98058,47.4431,-122.133,2250.0,8162.0,-189093.04641081695
0546000875,20140523T000000,460000.0,3.0,1.0,1670.0,4005,1.5,0,0,4,7,1170,500,1939,0,98117,47.6878,-122.38,1240.0,4005.0,243268.14027024357
3530510041,20140723T000000,188500.0,2.0,1.75,1240.0,2493,1.0,0,0,4,8,1240,0,1985,0,98198,47.3813,-122.322,1270.0,4966.0,-189093.04641081695
1853000400,20150305T000000,680000.0,4.0,2.5,3140.0,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990.0,35001.0,-20855.034232833772
9545230140,20140725T000000,597750.0,4.0,2.5,2310.0,9624,2.0,0,0,3,8,2310,0,1984,0,98027,47.5386,-122.053,1940.0,9636.0,-20855.034232833772
3362400511,20150304T000000,570000.0,3.0,1.75,1260.0,3328,1.0,0,0,5,6,700,560,1905,0,98103,47.6823,-122.34899999999999,1380.0,3536.0,243268.14027024357
2525310310,20140916T000000,272500.0,3.0,1.75,1540.0,12600,1.0,0,0,4,7,1160,380,1980,0,98038,47.3624,-122.031,1540.0,11656.0,-189093.04641081695
6126500060,20141124T000000,329950.0,3.0,1.75,2080.0,5969,1.0,0,2,3,7,1080,1000,1971,0,98108,47.5474,-122.295,2090.0,5500.0,-20855.034232833772
3626039325,20141121T000000,740500.0,3.0,3.5,4380.0,6350,2.0,0,0,3,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830.0,6350.0,243268.14027024357
3362400431,20140626T000000,518500.0,3.0,3.5,1590.0,1102,3.0,0,0,3,8,1590,0,2010,0,98103,47.6824,-122.34700000000001,1620.0,3166.0,243268.14027024357
4060000240,20140623T000000,205425.0,2.0,1.0,880.0,6780,1.0,0,0,4,6,880,0,1945,0,98178,47.5009,-122.24799999999999,1190.0,6780.0,-20855.034232833772
3454800060,20150108T000000,171800.0,4.0,2.0,1570.0,9600,1.0,0,0,3,6,1570,0,1950,0,98168,47.4965,-122.303,1880.0,9000.0,-20855.034232833772
1695900060,20150511T000000,535000.0,4.0,1.0,1610.0,2982,1.5,0,0,4,7,1610,0,1925,0,98144,47.586999999999996,-122.294,1610.0,4040.0,-20855.034232833772
7278700070,20150102T000000,660000.0,3.0,2.5,2400.0,6474,1.0,0,2,3,8,1560,840,1964,0,98177,47.7728,-122.38600000000001,2340.0,10856.0,-20855.034232833772
6675500070,20141119T000000,391500.0,3.0,2.0,1450.0,9132,1.0,0,0,3,7,1450,0,1987,0,98034,47.7288,-122.226,1580.0,9104.0,-20855.034232833772
3626039187,20150406T000000,395000.0,2.0,1.0,770.0,6000,1.0,0,0,3,6,770,0,1953,0,98117,47.6999,-122.36399999999999,1710.0,6000.0,243268.14027024357
3524049083,20141104T000000,445000.0,4.0,1.75,2100.0,4400,1.5,0,0,5,7,1720,380,1924,0,98118,47.5299,-122.266,1850.0,4400.0,-20855.034232833772
4389200955,20150302T000000,1450000.0,4.0,2.75,2750.0,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060.0,11275.0,243268.14027024357
4058801670,20140717T000000,445000.0,3.0,2.25,2100.0,8201,1.0,0,2,3,8,1620,480,1967,0,98178,47.5091,-122.244,2660.0,8712.0,-20855.034232833772
8732020310,20140717T000000,260000.0,4.0,2.25,2160.0,8811,1.0,0,0,3,8,1360,800,1978,0,98023,47.3129,-122.39,2090.0,8400.0,-189093.04641081695
2331300505,20140613T000000,822500.0,5.0,3.5,2320.0,4960,2.0,0,0,5,7,1720,600,1926,0,98103,47.6763,-122.352,1700.0,4960.0,243268.14027024357
7853210060,20150406T000000,430000.0,4.0,2.5,2070.0,4310,2.0,0,0,3,7,2070,0,2004,0,98065,47.5319,-121.85,1970.0,3748.0,-189093.04641081695
3668000070,20150105T000000,212000.0,3.0,1.75,1060.0,7875,1.0,0,0,4,7,1060,0,1986,0,98092,47.2761,-122.152,1420.0,7680.0,-189093.04641081695
9545240070,20150428T000000,660500.0,4.0,2.25,2010.0,9603,1.0,0,0,3,8,1440,570,1986,0,98027,47.5343,-122.054,2060.0,9793.0,-20855.034232833772
1243100136,20140612T000000,784000.0,3.0,3.5,3950.0,111078,1.5,0,0,3,9,2460,1490,1989,0,98052,47.696999999999996,-122.072,2480.0,88500.0,-20855.034232833772
8929000270,20140512T000000,453246.0,3.0,2.5,2010.0,2287,2.0,0,0,3,8,1390,620,2014,0,98029,47.5517,-121.99799999999999,1690.0,1662.0,-20855.034232833772
2767602356,20150126T000000,675000.0,4.0,3.5,2140.0,2278,3.0,0,0,3,9,2140,0,2005,0,98107,47.6734,-122.38,1540.0,2285.0,243268.14027024357
0921049315,20140813T000000,199000.0,3.0,1.75,1320.0,17390,1.0,0,0,4,7,1320,0,1956,0,98003,47.3257,-122.296,1550.0,19265.0,-189093.04641081695
3655000070,20140805T000000,220000.0,4.0,1.75,2020.0,7840,1.0,0,0,3,7,1010,1010,1968,0,98003,47.3309,-122.29899999999999,1750.0,8140.0,-189093.04641081695
4027700812,20140529T000000,452000.0,4.0,2.25,2590.0,10002,1.0,0,0,4,8,1340,1250,1968,0,98028,47.7689,-122.266,1550.0,10436.0,-20855.034232833772
3992700335,20140707T000000,382500.0,2.0,1.0,1190.0,4440,1.0,0,0,3,6,1190,0,1981,0,98125,47.7135,-122.287,1060.0,5715.0,-20855.034232833772
4232901525,20140627T000000,665000.0,2.0,1.0,1110.0,3200,1.0,0,0,3,7,1110,0,1925,0,98119,47.6338,-122.35799999999999,1170.0,3600.0,243268.14027024357
1432900240,20150508T000000,205000.0,3.0,1.0,1610.0,8579,1.0,0,0,4,7,1010,600,1962,0,98058,47.4563,-122.171,1610.0,8579.0,-189093.04641081695
6071600370,20150227T000000,500000.0,4.0,2.25,2030.0,8517,1.0,0,0,4,8,1380,650,1961,0,98006,47.5495,-122.17399999999999,2230.0,8824.0,-20855.034232833772
1526069017,20141203T000000,921500.0,4.0,2.5,3670.0,315374,2.0,0,0,4,9,3670,0,1994,0,98077,47.7421,-122.02600000000001,2840.0,87991.0,-20855.034232833772
3224079105,20140806T000000,430000.0,2.0,2.5,2420.0,60984,2.0,0,0,3,7,2420,0,2007,0,98027,47.5262,-121.943,1940.0,193842.0,-20855.034232833772
8075400570,20141030T000000,258000.0,5.0,2.0,2260.0,12500,1.0,0,0,4,8,1130,1130,1960,0,98032,47.3887,-122.286,1360.0,18000.0,-189093.04641081695
1994200024,20141104T000000,511000.0,3.0,1.0,1430.0,3455,1.0,0,0,3,7,980,450,1947,0,98103,47.6873,-122.336,1450.0,4599.0,243268.14027024357
3362900810,20140820T000000,532170.0,3.0,2.0,1360.0,3090,2.0,0,0,3,8,1360,0,1990,0,98103,47.6838,-122.353,1500.0,3090.0,243268.14027024357
1324300398,20150409T000000,560000.0,3.0,1.0,1110.0,5000,1.5,0,0,3,7,1110,0,1947,0,98107,47.655,-122.359,1420.0,5000.0,243268.14027024357
7855801670,20150401T000000,2250000.0,4.0,3.25,5180.0,19850,2.0,0,3,3,12,3540,1640,2006,0,98006,47.562,-122.162,3160.0,9750.0,-20855.034232833772
7920100045,20140516T000000,350000.0,1.0,1.0,700.0,5100,1.0,0,0,3,7,700,0,1942,0,98115,47.678999999999995,-122.3,1010.0,5100.0,243268.14027024357
8960000030,20140728T000000,215000.0,3.0,1.0,1180.0,7669,1.0,0,0,4,7,1180,0,1967,0,98058,47.4479,-122.176,1190.0,7669.0,-189093.04641081695
6388930390,20141120T000000,650000.0,5.0,3.5,3960.0,25245,2.0,0,0,3,9,2500,1460,1996,0,98056,47.525,-122.17200000000001,2640.0,13675.0,-20855.034232833772
8731900200,20140807T000000,320000.0,4.0,2.75,2640.0,7500,1.0,0,0,3,8,1620,1020,1967,0,98023,47.3135,-122.369,1980.0,7875.0,-189093.04641081695
8029200135,20141113T000000,247000.0,3.0,2.0,1270.0,7198,1.5,0,0,3,7,1270,0,1916,2013,98022,47.2086,-121.99600000000001,1160.0,7198.0,-20855.034232833772
1081200350,20141003T000000,320000.0,4.0,1.75,1760.0,11180,1.0,0,0,4,8,1760,0,1968,0,98059,47.4715,-122.118,1730.0,11180.0,-189093.04641081695
3756500060,20150309T000000,438000.0,3.0,1.75,1780.0,9660,1.0,0,0,3,7,1780,0,1962,0,98034,47.7171,-122.193,1200.0,9660.0,-20855.034232833772
7215720160,20150304T000000,900000.0,3.0,2.5,3400.0,16603,2.0,0,0,3,10,3400,0,2000,0,98075,47.6012,-122.023,3400.0,12601.0,-20855.034232833772
3574800520,20140620T000000,441000.0,3.0,2.75,1910.0,7280,1.0,0,0,3,7,1160,750,1979,0,98034,47.7319,-122.22399999999999,1710.0,8152.0,-20855.034232833772
2558660270,20141208T000000,370000.0,3.0,1.75,1580.0,7000,1.0,0,0,3,7,1180,400,1976,0,98034,47.7209,-122.16799999999999,1640.0,7500.0,-20855.034232833772
2009000370,20150219T000000,269950.0,2.0,1.75,1340.0,7250,1.0,0,0,5,5,700,640,1949,0,98198,47.408,-122.32700000000001,1830.0,9750.0,-20855.034232833772
3261020370,20140605T000000,653000.0,3.0,2.5,2680.0,9750,1.0,0,0,4,8,1610,1070,1979,0,98034,47.7028,-122.23100000000001,2480.0,8750.0,-20855.034232833772
1755700060,20140611T000000,371500.0,3.0,2.0,1370.0,8336,1.0,0,0,5,7,1370,0,1964,0,98133,47.7458,-122.331,1770.0,7288.0,-20855.034232833772
9542800700,20150102T000000,272000.0,3.0,1.75,2160.0,7140,1.0,0,0,4,7,1670,490,1978,0,98023,47.3026,-122.374,1930.0,7350.0,-189093.04641081695
1999700045,20140502T000000,313000.0,3.0,1.5,1340.0,7912,1.5,0,0,3,7,1340,0,1955,0,98133,47.7658,-122.339,1480.0,7940.0,-20855.034232833772
1687900520,20140929T000000,673000.0,4.0,2.25,2590.0,8190,2.0,0,0,4,8,2590,0,1980,0,98006,47.5619,-122.125,2260.0,8335.0,-20855.034232833772
3881900445,20140709T000000,399950.0,5.0,2.75,1970.0,5400,1.0,0,0,3,7,1320,650,1986,0,98144,47.5868,-122.30799999999999,1280.0,2150.0,-20855.034232833772
2254502445,20140530T000000,385000.0,3.0,1.0,1220.0,4800,1.0,0,0,3,6,1220,0,1901,0,98122,47.6101,-122.307,1200.0,4800.0,243268.14027024357
5437810320,20141117T000000,269950.0,3.0,1.5,1950.0,7560,1.0,0,2,4,7,1320,630,1975,0,98022,47.1976,-121.999,1950.0,8941.0,-20855.034232833772
9158100075,20150107T000000,330000.0,2.0,1.0,1350.0,8220,1.0,0,0,3,7,1060,290,1949,0,98177,47.7224,-122.35799999999999,1540.0,8280.0,-20855.034232833772
8123100045,20150414T000000,470000.0,4.0,3.0,2380.0,5125,1.5,0,0,4,7,1680,700,1925,0,98126,47.5384,-122.376,1410.0,5375.0,-20855.034232833772
3127200041,20140613T000000,589000.0,4.0,3.0,2440.0,9600,2.0,0,0,5,7,2440,0,1961,0,98034,47.7044,-122.2,2290.0,9600.0,-20855.034232833772
6661200320,20140723T000000,163500.0,2.0,1.5,1050.0,3419,2.0,0,0,3,7,1050,0,1996,0,98038,47.3848,-122.039,1050.0,3417.0,-189093.04641081695
0011510310,20140905T000000,835000.0,4.0,2.75,3130.0,13412,2.0,0,0,3,9,2140,990,1993,0,98052,47.6993,-122.102,2260.0,9984.0,-20855.034232833772
